# RNG values from fpga-serial provider
# Format: timestamp_ms,random_value
1752019996352,0.2470588235
1752019996379,1.0000000000
1752019996404,1.0000000000
1752019996430,0.7490196078
1752019996455,0.9372549020
1752019996482,0.2470588235
1752019996508,1.0000000000
1752019996534,0.8117647059
1752019996559,1.0000000000
1752019996585,0.7490196078
1752019996610,1.0000000000
1752019996636,0.9372549020
1752019996662,1.0000000000
1752019996686,0.9372549020
1752019996718,0.8745098039
1752019996743,0.8745098039
1752019996769,1.0000000000
1752019996795,0.4980392157
1752019996821,1.0000000000
1752019996846,0.8745098039
1752019996872,0.2470588235
1752019996898,0.4980392157
1752019996924,1.0000000000
1752019996951,0.7490196078
1752019996977,1.0000000000
1752019997003,0.8745098039
1752019997029,1.0000000000
1752019997055,1.0000000000
1752019997082,0.8745098039
1752019997108,1.0000000000
1752019997134,1.0000000000
1752019997160,1.0000000000
1752019997186,1.0000000000
1752019997213,0.8745098039
1752019997238,1.0000000000
1752019997264,1.0000000000
1752019997290,1.0000000000
1752019997315,0.7490196078
1752019997341,0.9686274510
1752019997367,0.4980392157
1752019997392,0.8745098039
1752019997418,0.8745098039
1752019997445,1.0000000000
1752019997470,0.7490196078
1752019997497,1.0000000000
1752019997523,0.8117647059
1752019997549,0.9372549020
1752019997576,0.7490196078
1752019997601,0.6235294118
1752019997627,0.9372549020
1752019997653,1.0000000000
1752019997678,0.8745098039
1752019997704,0.4980392157
1752019997731,1.0000000000
1752019997757,0.4980392157
1752019997783,0.7490196078
1752019997808,1.0000000000
1752019997834,1.0000000000
1752019997859,1.0000000000
1752019997885,1.0000000000
1752019997911,0.8745098039
1752019997938,1.0000000000
1752019997966,1.0000000000
1752019997993,1.0000000000
1752019998021,0.9372549020
1752019998048,1.0000000000
1752019998076,1.0000000000
1752019998101,1.0000000000
1752019998126,1.0000000000
1752019998152,1.0000000000
1752019998177,0.8745098039
1752019998203,1.0000000000
1752019998228,0.7490196078
1752019998254,1.0000000000
1752019998279,1.0000000000
1752019998304,1.0000000000
1752019998330,1.0000000000
1752019998356,0.4980392157
1752019998382,0.8745098039
1752019998408,0.7490196078
1752019998433,0.7490196078
1752019998459,0.7490196078
1752019998484,0.7490196078
1752019998510,0.4980392157
1752019998535,0.9372549020
1752019998560,0.7490196078
1752019998587,0.8745098039
1752019998613,1.0000000000
1752019998641,1.0000000000
1752019998668,1.0000000000
1752019998694,1.0000000000
1752019998721,1.0000000000
1752019998748,1.0000000000
1752019998774,1.0000000000
1752019998800,1.0000000000
1752019998826,0.8745098039
1752019998851,0.2470588235
1752019998877,0.7490196078
1752019998902,0.7490196078
1752019998928,0.9372549020
1752019998954,1.0000000000
1752019998981,1.0000000000
1752019999006,0.6235294118
1752019999032,1.0000000000
1752019999058,1.0000000000
1752019999084,0.7490196078
