# RNG values from fpga-serial provider
# Format: timestamp_ms,random_value
1752021633293,1.0000000000
1752021633317,0.9372549020
1752021633342,1.0000000000
1752021633368,0.9686274510
1752021633394,1.0000000000
1752021633421,1.0000000000
1752021633448,0.9372549020
1752021633474,0.8745098039
1752021633500,1.0000000000
1752021633526,1.0000000000
1752021633552,1.0000000000
1752021633579,0.8745098039
1752021633605,1.0000000000
1752021633631,1.0000000000
1752021633658,1.0000000000
1752021633684,0.7490196078
1752021633710,1.0000000000
1752021633736,1.0000000000
1752021633763,0.7490196078
1752021633790,0.7490196078
1752021633817,1.0000000000
1752021633844,1.0000000000
1752021633870,0.8117647059
1752021633897,1.0000000000
1752021633925,1.0000000000
1752021633951,0.4980392157
1752021633976,0.7490196078
1752021634003,0.7490196078
1752021634028,0.4980392157
1752021634054,1.0000000000
1752021634081,0.8117647059
1752021634107,0.7490196078
1752021634133,1.0000000000
1752021634160,1.0000000000
1752021634186,0.8745098039
1752021634213,1.0000000000
1752021634240,1.0000000000
1752021634267,0.4980392157
1752021634295,1.0000000000
1752021634321,0.6235294118
1752021634348,1.0000000000
1752021634374,1.0000000000
1752021634401,0.9372549020
1752021634428,0.7490196078
1752021634455,1.0000000000
1752021634482,1.0000000000
1752021634508,0.8745098039
1752021634537,1.0000000000
1752021634564,1.0000000000
1752021634592,1.0000000000
1752021634618,0.7490196078
1752021634644,0.8745098039
1752021634671,1.0000000000
1752021634698,1.0000000000
1752021634726,0.8117647059
1752021634754,1.0000000000
1752021634780,1.0000000000
1752021634806,1.0000000000
1752021634832,0.7490196078
1752021634858,1.0000000000
1752021634885,1.0000000000
1752021634911,0.7490196078
1752021634938,0.7490196078
1752021634965,1.0000000000
1752021634991,1.0000000000
1752021635018,1.0000000000
1752021635045,0.9686274510
1752021635071,0.7490196078
1752021635099,0.8745098039
1752021635126,1.0000000000
1752021635152,1.0000000000
1752021635178,1.0000000000
1752021635205,1.0000000000
1752021635232,0.8745098039
1752021635260,0.4980392157
1752021635287,0.9686274510
1752021635313,1.0000000000
1752021635339,0.9686274510
1752021635366,0.7490196078
1752021635392,0.7490196078
1752021635419,1.0000000000
1752021635446,0.8745098039
1752021635473,1.0000000000
1752021635499,0.6235294118
1752021635525,1.0000000000
1752021635552,1.0000000000
1752021635578,0.7490196078
1752021635605,0.8745098039
1752021635633,0.8745098039
1752021635660,1.0000000000
1752021635687,1.0000000000
1752021635715,1.0000000000
1752021635742,0.9372549020
1752021635770,1.0000000000
1752021635796,0.4980392157
1752021635823,0.8745098039
1752021635849,0.8745098039
1752021635876,1.0000000000
1752021635905,1.0000000000
1752021635932,0.8745098039
1752021635961,0.8745098039
1752021635988,1.0000000000
1752021636014,0.4980392157
1752021636040,1.0000000000
1752021636066,0.4980392157
1752021636093,0.6235294118
1752021636120,1.0000000000
1752021636146,0.9058823529
1752021636173,1.0000000000
1752021636204,1.0000000000
1752021636231,0.9372549020
1752021636257,0.4980392157
1752021636283,0.8745098039
1752021636311,1.0000000000
1752021636337,1.0000000000
1752021636364,0.7490196078
1752021636392,1.0000000000
1752021636419,1.0000000000
1752021636445,1.0000000000
1752021636471,1.0000000000
1752021636496,1.0000000000
1752021636522,1.0000000000
1752021636547,1.0000000000
1752021636574,0.6235294118
1752021636603,0.8745098039
1752021636630,0.8745098039
1752021636658,1.0000000000
1752021636683,0.9372549020
1752021636708,1.0000000000
1752021636734,0.8745098039
1752021636759,0.8745098039
1752021636785,1.0000000000
1752021636810,1.0000000000
1752021636836,1.0000000000
1752021636861,0.8745098039
1752021636887,0.7490196078
1752021636913,1.0000000000
1752021636939,1.0000000000
1752021636965,1.0000000000
1752021636990,1.0000000000
1752021637017,0.7490196078
1752021637043,0.9372549020
1752021637069,1.0000000000
1752021637095,1.0000000000
1752021637120,1.0000000000
1752021637146,1.0000000000
1752021637171,1.0000000000
1752021637196,0.8745098039
1752021637222,1.0000000000
1752021637247,1.0000000000
1752021637272,1.0000000000
1752021637297,0.6235294118
1752021637322,0.8745098039
1752021637347,0.8745098039
1752021637372,1.0000000000
1752021637398,1.0000000000
1752021637423,1.0000000000
1752021637448,0.7490196078
1752021637473,0.8745098039
1752021637498,0.7490196078
1752021637523,0.7490196078
1752021637548,0.8745098039
1752021637573,0.7490196078
1752021637599,1.0000000000
1752021637624,1.0000000000
1752021637650,1.0000000000
1752021637676,1.0000000000
1752021637702,1.0000000000
1752021637728,0.7490196078
1752021637755,0.4980392157
1752021637782,0.7490196078
1752021637809,0.7490196078
1752021637836,0.7490196078
1752021637863,0.9372549020
1752021637890,0.7490196078
1752021637917,1.0000000000
1752021637945,0.8745098039
1752021637971,0.7490196078
1752021637998,0.7490196078
1752021638025,0.7490196078
1752021638054,1.0000000000
1752021638081,0.8745098039
1752021638106,1.0000000000
1752021638132,0.7490196078
1752021638158,0.4980392157
1752021638185,0.9372549020
1752021638212,0.7490196078
1752021638239,0.9686274510
1752021638265,1.0000000000
1752021638291,0.8745098039
1752021638317,0.7490196078
1752021638344,0.9372549020
1752021638370,0.9372549020
1752021638397,0.9372549020
1752021638423,1.0000000000
1752021638449,0.4980392157
1752021638476,1.0000000000
1752021638502,0.9372549020
1752021638528,1.0000000000
1752021638554,1.0000000000
1752021638581,0.7490196078
1752021638609,0.9372549020
1752021638636,1.0000000000
1752021638663,1.0000000000
1752021638689,1.0000000000
1752021638715,1.0000000000
1752021638742,0.8745098039
1752021638769,1.0000000000
1752021638796,0.9372549020
1752021638823,0.8745098039
1752021638849,1.0000000000
1752021638875,1.0000000000
1752021638902,0.8745098039
1752021638928,1.0000000000
1752021638955,0.6235294118
1752021638981,1.0000000000
1752021639008,0.9372549020
1752021639034,1.0000000000
1752021639060,0.8745098039
1752021639086,1.0000000000
1752021639112,0.6235294118
1752021639139,0.8745098039
1752021639165,0.8745098039
1752021639190,0.7490196078
1752021639216,1.0000000000
1752021639241,0.7490196078
1752021639266,0.9372549020
1752021639292,1.0000000000
1752021639319,1.0000000000
1752021639345,1.0000000000
1752021639371,1.0000000000
1752021639397,0.8745098039
1752021639423,0.9372549020
1752021639448,0.7490196078
1752021639473,0.8745098039
1752021639498,0.9686274510
1752021639523,0.7490196078
1752021639548,0.4980392157
1752021639574,1.0000000000
1752021639599,1.0000000000
1752021639625,0.7490196078
1752021639652,0.7490196078
1752021639678,0.8745098039
1752021639704,1.0000000000
1752021639729,0.6235294118
1752021639755,0.7490196078
1752021639781,1.0000000000
1752021639806,0.8745098039
1752021639831,0.2470588235
1752021639856,0.8745098039
1752021639882,1.0000000000
1752021639907,1.0000000000
1752021639933,0.9372549020
1752021639959,0.7490196078
1752021639986,0.8745098039
1752021640011,1.0000000000
1752021640037,1.0000000000
1752021640063,0.4980392157
1752021640088,1.0000000000
1752021640114,1.0000000000
1752021640139,0.7490196078
1752021640164,1.0000000000
1752021640189,0.8745098039
1752021640214,0.7490196078
1752021640239,0.9372549020
1752021640264,0.8745098039
1752021640289,0.6235294118
1752021640314,0.7490196078
1752021640339,0.8745098039
1752021640364,0.8745098039
1752021640389,0.9686274510
1752021640415,0.8745098039
1752021640440,0.8745098039
1752021640466,0.7490196078
1752021640492,1.0000000000
1752021640517,0.7490196078
1752021640543,1.0000000000
1752021640568,0.2470588235
1752021640593,0.8745098039
1752021640619,1.0000000000
1752021640645,0.9372549020
1752021640671,0.8745098039
1752021640705,0.7490196078
1752021640732,0.9372549020
1752021640759,0.7490196078
1752021640784,1.0000000000
1752021640810,0.4980392157
1752021640836,1.0000000000
1752021640861,1.0000000000
1752021640887,0.7490196078
1752021640912,1.0000000000
1752021640938,0.8745098039
1752021640966,0.7490196078
1752021640994,0.7490196078
1752021641021,0.8117647059
1752021641048,1.0000000000
1752021641074,0.9372549020
1752021641100,1.0000000000
1752021641127,0.8745098039
1752021641154,1.0000000000
1752021641181,1.0000000000
1752021641208,0.4980392157
1752021641235,0.8745098039
1752021641261,0.8745098039
1752021641288,0.4980392157
1752021641314,1.0000000000
1752021641340,0.7490196078
1752021641366,0.8745098039
1752021641392,1.0000000000
1752021641418,0.8745098039
1752021641444,1.0000000000
1752021641470,1.0000000000
1752021641496,0.7490196078
1752021641521,1.0000000000
1752021641547,1.0000000000
1752021641573,1.0000000000
1752021641599,0.7490196078
1752021641624,0.7490196078
1752021641650,0.7490196078
1752021641677,0.9372549020
1752021641703,0.7490196078
1752021641730,1.0000000000
1752021641758,0.8745098039
1752021641785,0.7490196078
1752021641812,1.0000000000
1752021641839,0.7490196078
1752021641866,1.0000000000
1752021641893,1.0000000000
1752021641921,0.8745098039
1752021641951,1.0000000000
1752021641978,1.0000000000
1752021642007,0.8745098039
1752021642033,1.0000000000
1752021642060,0.9372549020
1752021642085,1.0000000000
1752021642111,0.9372549020
1752021642137,0.4980392157
1752021642163,1.0000000000
1752021642190,1.0000000000
1752021642216,1.0000000000
1752021642242,0.9372549020
1752021642269,1.0000000000
1752021642295,0.6235294118
1752021642323,0.8745098039
1752021642350,0.7490196078
1752021642377,1.0000000000
1752021642403,0.4980392157
1752021642430,0.9372549020
1752021642456,1.0000000000
1752021642482,1.0000000000
1752021642509,0.8745098039
1752021642536,0.8745098039
1752021642562,0.8117647059
1752021642590,1.0000000000
1752021642616,1.0000000000
1752021642643,0.4980392157
1752021642670,0.9372549020
1752021642697,1.0000000000
1752021642725,1.0000000000
1752021642752,0.7490196078
1752021642778,1.0000000000
1752021642805,1.0000000000
1752021642832,0.8745098039
1752021642860,1.0000000000
1752021642887,0.4980392157
1752021642913,0.4980392157
1752021642938,0.7490196078
1752021642964,0.7490196078
1752021642990,0.6235294118
1752021643017,0.8745098039
1752021643044,0.7490196078
1752021643071,0.7490196078
1752021643098,1.0000000000
1752021643126,0.8745098039
1752021643153,1.0000000000
1752021643180,1.0000000000
1752021643205,1.0000000000
1752021643231,1.0000000000
1752021643256,1.0000000000
1752021643281,0.6235294118
1752021643307,1.0000000000
1752021643332,0.8745098039
1752021643358,0.7490196078
1752021643385,1.0000000000
1752021643411,1.0000000000
1752021643438,0.8745098039
1752021643464,1.0000000000
1752021643490,0.8745098039
1752021643516,1.0000000000
1752021643542,0.9686274510
1752021643569,1.0000000000
1752021643596,0.7490196078
1752021643625,0.8117647059
1752021643653,1.0000000000
1752021643679,1.0000000000
1752021643706,0.9372549020
1752021643732,0.4980392157
1752021643759,1.0000000000
1752021643787,0.7490196078
1752021643814,1.0000000000
1752021643840,1.0000000000
1752021643866,0.8117647059
1752021643893,0.8745098039
1752021643919,1.0000000000
1752021643946,0.4980392157
1752021643972,1.0000000000
1752021643998,0.9372549020
1752021644025,1.0000000000
1752021644052,0.8745098039
1752021644079,0.4980392157
1752021644106,1.0000000000
1752021644133,0.7490196078
1752021644160,0.6235294118
1752021644186,1.0000000000
1752021644214,0.4980392157
1752021644241,0.7490196078
1752021644268,0.7490196078
1752021644296,0.8745098039
1752021644326,1.0000000000
1752021644355,1.0000000000
1752021644383,1.0000000000
1752021644411,0.7490196078
1752021644437,1.0000000000
1752021644465,0.4980392157
1752021644491,0.7490196078
1752021644518,0.8745098039
1752021644545,1.0000000000
1752021644573,0.2470588235
1752021644598,0.7490196078
1752021644624,1.0000000000
1752021644651,0.7490196078
1752021644677,1.0000000000
1752021644704,1.0000000000
1752021644731,1.0000000000
1752021644759,0.8745098039
1752021644787,1.0000000000
1752021644814,0.8117647059
1752021644840,0.9372549020
1752021644869,1.0000000000
1752021644895,0.7490196078
1752021644920,1.0000000000
1752021644946,1.0000000000
1752021644971,1.0000000000
1752021644997,0.7490196078
1752021645022,1.0000000000
1752021645048,1.0000000000
1752021645073,1.0000000000
1752021645099,0.6235294118
1752021645125,0.8745098039
1752021645150,0.9372549020
1752021645176,0.4980392157
1752021645202,1.0000000000
1752021645228,0.4980392157
1752021645253,0.7490196078
1752021645279,0.9686274510
1752021645304,0.9372549020
1752021645330,0.6235294118
1752021645355,0.9372549020
1752021645381,0.8745098039
1752021645406,1.0000000000
1752021645431,0.8745098039
1752021645457,0.2470588235
1752021645485,0.4980392157
1752021645511,0.8117647059
1752021645538,0.4980392157
1752021645564,1.0000000000
1752021645590,0.8745098039
1752021645616,1.0000000000
1752021645641,1.0000000000
1752021645667,0.8745098039
1752021645695,1.0000000000
1752021645723,0.8745098039
1752021645748,0.7490196078
1752021645774,0.9686274510
1752021645800,0.8745098039
1752021645826,0.8117647059
1752021645851,0.7490196078
1752021645877,1.0000000000
1752021645903,0.7490196078
1752021645928,1.0000000000
1752021645954,0.7490196078
1752021645981,0.9058823529
1752021646011,1.0000000000
1752021646036,1.0000000000
1752021646062,1.0000000000
1752021646089,0.7490196078
1752021646116,0.9372549020
1752021646146,0.8117647059
1752021646172,1.0000000000
1752021646197,1.0000000000
1752021646223,1.0000000000
1752021646249,0.7490196078
1752021646274,0.7490196078
1752021646299,0.8745098039
1752021646325,0.4980392157
1752021646351,0.2470588235
1752021646377,1.0000000000
1752021646403,0.8745098039
1752021646428,1.0000000000
1752021646454,1.0000000000
1752021646480,0.7490196078
1752021646506,0.2470588235
1752021646532,1.0000000000
1752021646558,1.0000000000
1752021646585,0.8745098039
1752021646611,0.7490196078
1752021646639,1.0000000000
1752021646673,1.0000000000
1752021646703,0.9372549020
1752021646732,0.8745098039
1752021646760,0.6235294118
1752021646788,1.0000000000
1752021646819,1.0000000000
1752021646846,1.0000000000
1752021646877,0.7490196078
1752021646907,1.0000000000
1752021646939,1.0000000000
1752021646967,1.0000000000
1752021646994,0.9960784314
1752021647021,0.9960784314
1752021647047,1.0000000000
1752021647073,1.0000000000
1752021647099,0.9960784314
1752021647126,1.0000000000
1752021647152,1.0000000000
1752021647178,0.0352941176
1752021647205,0.2470588235
1752021647232,0.1882352941
1752021647259,0.4156862745
1752021647287,0.4117647059
1752021647312,0.0862745098
1752021647338,0.1960784314
1752021647365,0.0470588235
1752021647392,0.2196078431
1752021647419,0.7411764706
1752021647446,0.7764705882
1752021647473,0.9529411765
1752021647500,0.3411764706
1752021647527,0.1843137255
1752021647555,0.9176470588
1752021647581,0.4156862745
1752021647606,0.5372549020
1752021647636,0.0941176471
1752021647669,0.7725490196
1752021647699,0.5333333333
1752021647728,0.1372549020
1752021647756,0.7490196078
1752021647785,0.9372549020
1752021647815,0.7686274510
1752021647843,0.5411764706
1752021647874,0.4980392157
1752021647904,0.6039215686
1752021647935,0.4549019608
1752021647964,0.8392156863
1752021647993,0.4117647059
1752021648024,0.5960784314
1752021648052,0.1803921569
1752021648080,0.6000000000
1752021648111,0.8000000000
1752021648141,0.2549019608
1752021648168,0.4039215686
1752021648196,0.5098039216
1752021648224,0.8549019608
1752021648251,0.8666666667
1752021648278,0.7529411765
1752021648304,0.7215686275
1752021648330,0.0823529412
1752021648356,0.1764705882
1752021648383,0.3960784314
1752021648410,0.5450980392
1752021648436,0.3843137255
1752021648464,0.8156862745
1752021648491,0.2980392157
1752021648519,0.4431372549
1752021648545,0.2156862745
1752021648571,0.5882352941
1752021648598,0.0313725490
1752021648626,0.1921568627
1752021648654,0.5529411765
1752021648681,0.6000000000
1752021648706,0.4784313725
1752021648732,0.4666666667
1752021648761,0.0352941176
1752021648788,0.4549019608
1752021648814,0.0352941176
1752021648841,0.8196078431
1752021648868,0.1215686275
1752021648895,0.6196078431
1752021648921,0.5490196078
1752021648949,0.9019607843
1752021648975,0.0431372549
1752021649001,0.1333333333
1752021649027,0.4862745098
1752021649054,0.2274509804
1752021649081,0.7725490196
1752021649106,0.3568627451
1752021649132,0.9333333333
1752021649158,0.2156862745
