# RNG values from fpga-serial provider
# Format: timestamp_ms,random_value
1752022534190,1.0000000000
1752022534216,0.8735351562
1752022534242,0.8745059948
1752022534268,0.7495079021
1752022534295,1.0000000000
1752022534321,0.8749990463
1752022534348,0.9999923632
1752022534374,0.9995078929
1752022534400,0.9374885559
1752022534426,0.9990224689
1752022534451,1.0000000000
1752022534477,0.8748779222
1752022534504,0.9997558445
1752022534530,0.8750000000
1752022534556,0.9995078817
1752022534582,0.9997482300
1752022534608,0.9999980927
1752022534634,0.9999923706
1752022534660,0.9999923669
1752022534686,1.0000000000
1752022534712,0.9999999925
1752022534738,0.9990196154
1752022534764,0.9985351413
1752022534791,0.9990215302
1752022534818,0.9374980926
1752022534844,0.8124999925
1752022534873,0.9997558519
1752022534901,1.0000000000
1752022534930,0.9995098040
1752022534957,0.9374980889
1752022534986,0.9997558594
1752022535014,0.9999999963
1752022535042,0.6249980777
1752022535069,0.9999923706
1752022535103,0.8740234300
1752022535131,0.4999999999
1752022535163,0.4980449526
1752022535192,0.9999999925
1752022535221,1.0000000000
1752022535248,0.7495107650
1752022535278,0.8749999925
1752022535307,0.9985332452
1752022535336,0.8729247972
1752022535364,0.9374980628
1752022535395,0.4990224837
1752022535423,0.7499999999
1752022535453,0.9990234300
1752022535480,0.4997520446
1752022535511,0.8740215301
1752022535540,0.9995117187
1752022535568,0.7499980926
1752022535596,0.9999980852
1752022535624,0.9374999925
1752022535653,0.9999990463
1752022535683,0.7499980926
1752022535712,0.9374980628
1752022535741,0.9995117187
1752022535772,0.4997520297
1752022535800,0.7470664977
1752022535830,0.8749999925
1752022535858,0.9980468675
1752022535888,0.7497558519
1752022535918,0.4995097815
1752022535946,0.8745059520
1752022535974,0.8124942667
1752022536000,0.7490234374
1752022536027,0.8124999925
1752022536054,0.9999990463
1752022536081,0.8749999851
1752022536107,0.8746337890
1752022536134,0.8125000000
1752022536161,0.9374980889
1752022536188,0.9999999776
1752022536217,0.9999885559
1752022536244,0.9990234375
1752022536272,0.8745098039
1752022536299,0.8749980852
1752022536326,0.9995117113
1752022536354,0.9355430528
1752022536380,0.9374999851
1752022536406,0.8745107650
1752022536432,0.9990234375
1752022536457,0.8750000000
1752022536483,0.8749961704
1752022536510,1.0000000000
1752022536536,0.9999961779
1752022536563,0.8745078966
1752022536589,0.9374999851
1752022536614,0.9999980852
1752022536640,0.9999961853
1752022536666,0.7499999776
1752022536692,0.4990234076
1752022536723,0.9995079003
1752022536749,0.8750000000
1752022536774,0.8747558444
1752022536800,0.9999999702
1752022536825,0.7499980926
1752022536852,0.9985351562
1752022536878,0.9999999702
1752022536904,1.0000000000
1752022536930,0.9990224838
1752022536956,0.9999999963
1752022536982,0.9999999981
